Student ID,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA
STUD0364,7.98,8.13,8.49,8.52,8.79,8.8,9.21,9.28
STUD0365,5.89,6.04,6.36,6.22,6.86,7.06,7.15,7.52
STUD0366,6.71,6.67,7.11,7.06,7.52,7.45,7.74,8.18
STUD0367,5.69,5.72,5.95,6.48,6.62,6.72,6.87,6.85
STUD0368,5.51,5.7,5.97,6.14,6.61,6.27,6.74,6.9
STUD0369,7.19,7.51,7.59,8.23,7.77,8.39,8.42,8.78
STUD0370,5.71,6.23,6.57,6.54,6.73,6.95,7.32,7.53
STUD0371,7.73,7.97,8.47,8.72,8.69,8.94,9.01,9.54
STUD0372,6.87,7.48,7.48,7.85,8.25,8.14,8.39,8.7
STUD0373,5.36,5.92,6.1,6.16,6.37,6.65,6.66,7.0
STUD0374,7.08,6.85,7.09,7.43,7.69,7.85,8.15,8.41
STUD0375,7.02,7.09,7.08,7.31,7.94,7.76,7.94,8.5
STUD0376,5.7,6.1,6.52,6.58,6.85,7.03,7.12,7.5
STUD0377,7.15,7.61,8.07,7.82,8.13,8.46,8.6,8.68
STUD0378,6.84,7.19,7.57,7.95,7.92,7.84,8.55,8.46
STUD0379,6.27,6.11,6.8,6.86,7.2,7.0,7.21,7.61
STUD0380,6.95,7.59,7.63,7.87,8.23,8.48,8.72,8.58
STUD0381,6.45,6.94,7.02,7.11,7.27,7.51,7.84,8.0
STUD0382,6.42,6.58,6.69,7.09,6.99,7.41,7.59,7.91
STUD0383,7.44,7.72,8.03,8.64,8.49,8.81,9.05,9.23
STUD0384,6.25,6.01,6.04,6.74,6.61,6.9,7.0,7.32
STUD0385,7.66,7.73,7.8,8.13,8.36,8.32,8.5,8.85
STUD0386,6.88,7.25,7.23,7.49,7.74,7.81,8.09,8.44
STUD0387,7.92,8.29,8.62,8.43,8.78,9.01,9.16,9.33
STUD0388,5.89,5.9,6.22,6.38,7.06,6.96,7.12,7.38
STUD0389,6.6,6.86,7.43,7.22,7.48,7.75,8.12,8.23
STUD0390,6.41,6.45,6.94,7.28,7.49,7.45,7.93,7.99
STUD0391,7.15,7.49,7.59,7.71,8.28,8.28,8.45,8.39
STUD0392,7.14,7.23,7.13,7.59,7.7,8.04,8.03,8.4
STUD0393,5.89,5.99,6.37,6.52,6.38,7.34,7.41,7.4
STUD0394,5.75,6.08,6.31,6.4,6.87,6.96,7.23,7.37
STUD0395,5.65,5.64,5.99,6.28,6.41,6.66,6.89,7.11
STUD0396,5.56,6.04,6.28,6.47,6.62,6.73,6.98,7.32
STUD0397,5.68,5.93,5.89,5.76,6.31,6.57,6.64,6.93
STUD0398,5.76,6.04,6.04,6.56,6.39,6.73,7.12,7.4
STUD0399,6.99,7.07,7.27,7.46,7.9,7.84,8.16,8.38
STUD0400,5.83,6.02,6.4,6.87,6.84,7.37,7.53,7.6
STUD0401,7.39,7.79,8.13,7.82,8.44,8.21,8.65,9.25
STUD0402,6.04,5.87,5.87,6.4,6.86,6.64,6.94,7.37
STUD0403,6.99,7.13,7.21,7.2,7.53,7.73,8.01,8.4
STUD0404,6.25,6.63,6.68,6.92,6.97,7.59,7.38,7.56
STUD0405,6.6,7.14,6.7,7.19,7.5,7.64,7.82,7.85
STUD0406,5.86,6.26,6.24,5.99,6.58,6.81,7.15,7.26
STUD0407,6.95,7.4,7.47,7.66,7.66,8.11,8.15,8.4
STUD0408,6.2,6.06,6.31,7.04,6.87,7.22,7.18,7.63
STUD0409,6.39,6.36,6.8,6.94,7.41,7.06,7.68,7.88
STUD0410,7.93,7.99,8.22,8.54,8.62,8.85,9.12,9.5
STUD0411,7.3,7.28,7.5,7.99,7.84,8.2,8.48,8.7
STUD0412,7.99,7.95,8.38,8.64,8.68,8.97,9.18,9.21
STUD0413,7.12,7.59,7.46,7.97,8.47,8.25,8.48,8.94
STUD0414,6.39,6.63,6.96,7.17,7.57,7.48,7.57,7.84
STUD0415,5.51,5.87,5.96,6.13,6.55,6.76,7.06,7.09
STUD0416,7.56,7.92,8.12,8.31,8.33,8.9,9.26,9.14
STUD0417,6.72,6.88,7.26,7.47,7.81,7.66,8.17,8.36
STUD0418,7.99,8.01,8.35,8.4,8.85,9.11,9.23,9.31
STUD0419,5.93,6.11,6.53,6.55,6.61,6.93,7.23,7.61
STUD0420,5.99,6.46,6.27,6.96,6.89,7.1,7.17,7.52
STUD0421,7.78,7.97,8.16,8.19,8.37,8.72,9.02,9.06
STUD0422,5.63,5.86,5.84,6.38,6.62,6.58,6.75,7.07
STUD0423,5.59,5.75,5.74,5.97,6.43,6.28,6.96,7.0
STUD0424,6.59,6.98,7.22,7.32,7.39,8.1,8.26,8.21
STUD0425,6.06,6.36,6.24,6.28,6.98,6.94,6.97,7.51
STUD0426,6.99,7.21,7.38,7.73,7.64,8.0,8.35,8.59
STUD0427,5.97,6.16,6.2,6.54,6.45,7.02,7.42,7.2
STUD0428,7.28,7.44,7.64,8.1,8.44,8.28,8.75,8.8
STUD0429,7.71,7.88,8.14,8.31,8.4,8.86,8.98,9.17
STUD0430,7.69,7.77,7.86,8.21,8.42,8.87,8.77,9.03
STUD0431,5.82,6.37,6.24,6.54,6.63,7.14,7.35,7.53
STUD0432,6.11,6.39,6.62,6.93,6.97,7.36,7.6,7.67
STUD0433,6.95,7.01,7.33,7.47,7.72,7.88,8.12,8.39
STUD0434,6.08,6.21,6.78,6.52,7.14,7.15,7.42,7.58
STUD0435,6.86,7.09,7.04,7.46,7.49,7.84,7.85,7.99
STUD0436,5.58,5.88,6.11,6.22,6.52,6.59,7.08,7.01
STUD0437,6.18,6.64,6.96,7.07,7.18,7.35,7.8,7.64
STUD0438,6.43,6.44,6.75,7.21,7.21,7.41,7.56,7.74
STUD0439,7.35,7.45,7.7,7.68,7.94,7.96,8.31,8.68
STUD0440,5.73,6.11,6.04,6.59,6.65,6.76,6.97,7.07
STUD0441,5.63,5.8,6.13,6.31,6.5,6.66,7.04,7.45
STUD0442,7.94,8.29,8.07,8.29,8.53,8.87,9.2,9.11
STUD0443,6.49,6.6,6.55,6.96,7.25,7.44,7.36,7.71
STUD0444,7.82,7.68,8.44,8.51,8.99,9.04,9.11,9.56
STUD0445,6.53,6.95,7.22,7.33,7.51,7.71,7.79,8.06
STUD0446,6.42,7.01,6.82,7.34,7.19,7.65,7.83,8.25
STUD0447,6.16,6.1,6.21,6.64,6.85,7.16,7.44,7.5
STUD0448,6.66,7.15,7.09,7.43,7.78,7.71,8.13,8.49
STUD0449,5.98,6.33,6.44,6.64,6.75,7.01,7.36,7.18
STUD0450,5.82,5.8,5.85,6.54,6.7,6.73,7.08,7.12
STUD0451,5.8,6.0,6.11,6.17,6.65,6.67,7.33,7.31
STUD0452,6.09,5.92,6.48,6.77,6.94,7.05,7.33,7.52
STUD0453,6.73,7.09,7.29,7.18,7.98,8.08,8.05,8.15
STUD0454,7.05,7.28,7.28,7.74,8.07,8.34,8.29,8.92
STUD0455,6.86,6.72,7.33,7.38,7.97,7.78,7.85,8.25
STUD0456,6.98,7.08,7.32,7.66,7.93,7.84,8.18,8.31
STUD0457,6.59,6.61,6.64,6.98,7.2,7.48,7.42,7.93
STUD0458,6.59,6.9,7.03,7.26,7.8,7.78,8.01,8.11
STUD0459,5.79,5.93,6.15,6.55,6.58,6.86,7.41,7.08
STUD0460,6.74,6.97,7.31,7.45,7.82,7.95,8.26,8.58
STUD0461,7.38,7.25,7.51,7.47,7.99,8.47,8.62,8.72
STUD0462,5.77,5.85,6.21,6.61,6.38,6.53,6.96,7.31
STUD0463,6.77,7.06,7.1,7.46,7.71,7.89,7.92,8.32
STUD0464,6.88,7.38,7.43,7.72,7.85,8.15,8.18,8.34
STUD0465,6.03,6.26,6.25,6.81,6.95,6.97,7.06,7.48
STUD0466,7.03,7.22,7.29,7.67,7.86,8.06,8.27,8.76
STUD0467,7.11,7.09,7.47,7.57,7.94,7.93,8.03,8.63
STUD0468,7.71,7.88,8.43,8.6,8.8,9.04,9.11,9.25
STUD0469,6.41,6.55,6.63,6.89,7.02,7.48,7.46,7.74
STUD0470,7.77,7.92,8.21,8.72,8.56,9.26,9.03,9.48
STUD0471,5.61,5.58,6.01,6.13,6.41,6.7,7.08,7.18
STUD0472,6.13,6.24,6.56,6.42,6.76,6.56,7.12,7.39
STUD0473,6.41,6.69,6.98,7.06,7.37,7.74,7.76,7.97
STUD0474,6.29,6.78,6.96,7.28,7.17,7.91,7.89,8.19
STUD0475,7.47,7.79,8.0,8.28,8.38,8.36,8.79,9.19
STUD0476,5.92,6.09,6.39,6.85,6.75,6.98,7.34,7.46
STUD0477,6.36,6.62,7.06,6.95,7.26,7.35,7.52,7.77
STUD0478,5.58,5.65,5.83,6.53,6.43,6.81,6.63,7.49
STUD0479,6.64,6.45,6.45,7.2,7.37,7.38,7.61,7.83
STUD0480,6.39,6.75,6.91,6.98,7.11,7.59,7.71,7.97
STUD0481,6.38,6.19,6.69,6.98,7.39,7.26,7.59,7.49
STUD0482,6.66,7.0,7.64,7.47,7.73,7.68,8.14,8.62
STUD0483,7.74,8.39,8.31,8.69,8.6,8.87,9.48,9.42
STUD0484,6.76,7.13,7.3,7.27,7.45,7.67,7.74,8.22
STUD0485,5.55,6.07,6.03,6.16,6.54,6.63,6.84,6.86
STUD0486,7.91,7.98,7.98,8.28,8.19,8.61,8.9,9.25
STUD0487,8.03,8.09,8.34,8.63,8.82,8.69,9.03,9.56
STUD0488,7.11,7.37,7.76,7.68,8.05,8.32,8.43,8.52
STUD0489,7.12,7.3,7.25,7.61,7.73,8.04,8.45,8.53
STUD0490,6.01,6.42,6.39,6.62,6.8,6.93,7.44,7.86
STUD0491,5.67,5.91,6.18,6.25,6.53,6.99,6.9,7.07
STUD0492,7.77,8.02,8.6,8.59,8.81,9.03,9.44,9.28
STUD0493,6.31,6.45,6.71,6.91,7.32,7.19,7.45,7.94
STUD0494,7.46,7.48,8.1,8.34,8.55,8.84,8.88,9.26
STUD0495,5.88,6.35,6.76,6.86,7.34,7.41,7.37,7.69
STUD0496,5.79,6.28,6.51,6.52,6.77,7.03,7.2,7.57
STUD0497,7.88,8.14,8.28,8.41,8.77,8.99,9.15,9.2
STUD0498,7.86,7.95,8.27,7.85,8.46,8.61,8.85,8.97
STUD0499,6.07,6.47,6.81,6.97,6.73,7.61,7.56,7.62
STUD0500,7.73,8.05,8.04,8.22,8.61,8.72,9.12,9.23
STUD0501,7.32,7.41,7.83,7.72,8.0,8.2,8.72,8.92
STUD0502,7.79,8.0,8.07,8.1,8.37,8.65,9.04,9.02
STUD0503,7.15,7.46,7.52,7.52,8.14,8.42,8.58,8.46
STUD0504,5.65,5.91,5.77,6.26,6.69,6.93,6.8,7.3
STUD0505,6.34,6.38,6.73,6.86,6.88,7.03,7.61,7.7
STUD0506,7.48,7.54,8.03,7.96,8.38,8.8,8.93,8.75
STUD0507,5.8,6.17,6.08,6.3,6.76,6.84,7.2,7.27
STUD0508,6.48,6.27,6.86,7.17,7.41,7.47,7.44,7.91
STUD0509,6.51,6.66,6.83,7.08,7.29,7.65,7.86,7.96
STUD0510,7.35,7.54,7.82,7.7,8.15,8.32,8.56,8.69
STUD0511,5.79,6.21,6.34,6.32,6.84,6.9,7.33,7.42
STUD0512,5.68,6.18,6.37,6.38,6.94,7.02,7.08,7.09
STUD0513,6.37,6.53,6.7,7.22,7.34,7.64,7.9,8.05
STUD0514,5.91,6.21,6.37,6.62,6.64,6.9,7.12,7.38
STUD0515,5.83,5.94,6.23,6.55,6.77,6.8,7.07,7.52
STUD0516,7.44,7.42,7.72,8.0,8.14,8.19,8.61,8.68
STUD0517,8.05,8.06,8.52,8.53,8.87,9.0,9.23,9.59
STUD0518,6.82,7.0,7.67,7.6,7.95,8.13,8.23,8.7
STUD0519,5.73,5.85,6.31,6.44,6.66,6.59,6.94,7.12
STUD0520,7.11,7.24,7.6,7.53,8.17,7.9,8.32,8.63
STUD0521,7.68,7.58,8.2,8.19,8.32,8.58,8.96,8.96
STUD0522,6.41,6.56,6.88,7.1,7.12,7.47,7.68,7.92
STUD0523,5.67,5.71,6.07,6.4,6.47,6.89,7.08,7.28
STUD0524,6.14,5.94,6.33,6.49,6.81,7.01,7.42,7.42
STUD0525,6.64,6.99,6.98,7.36,7.68,7.85,7.7,8.04
STUD0526,5.62,5.85,6.03,6.55,6.4,6.81,6.98,7.39
STUD0527,7.41,7.57,8.01,7.62,8.26,8.46,8.62,9.16
STUD0528,7.43,7.46,7.56,8.04,8.28,8.2,8.57,9.01
STUD0529,6.2,6.49,6.47,6.35,7.08,7.03,7.13,7.22
STUD0530,7.18,7.07,7.31,7.95,7.75,7.78,8.24,8.39
STUD0531,6.35,6.65,6.87,7.3,7.15,7.27,7.66,7.72
STUD0532,6.51,6.93,7.0,7.09,7.5,7.75,7.99,7.72
STUD0533,5.81,5.68,6.21,6.2,6.69,6.64,7.1,7.38
STUD0534,6.86,7.13,7.6,7.85,7.79,8.0,8.22,8.3
STUD0535,6.07,6.34,6.66,6.81,6.91,7.13,7.45,7.78
STUD0536,5.39,5.97,6.23,6.16,6.41,6.87,6.88,7.2
STUD0537,7.57,7.64,7.77,8.16,8.35,8.55,8.73,8.92
STUD0538,5.64,5.66,6.33,6.41,6.49,6.66,6.94,7.2
STUD0539,7.56,7.73,7.97,7.72,8.45,8.55,9.08,9.06
STUD0540,6.77,6.78,7.16,7.34,7.41,7.84,8.0,8.3
STUD0541,5.48,6.0,6.19,6.4,6.54,6.82,7.21,7.14
STUD0542,6.13,6.35,6.23,6.35,6.78,6.85,7.18,7.23
STUD0543,5.53,6.16,6.08,6.5,6.42,6.92,7.14,7.31
STUD0544,5.86,6.18,6.22,6.31,6.75,6.76,7.04,7.36
STUD0545,6.86,6.98,6.85,7.53,7.62,8.02,7.89,7.79
STUD0546,7.57,8.01,8.03,7.95,8.25,8.75,8.89,9.34
STUD0547,6.3,6.49,6.75,7.02,7.17,7.22,7.69,7.54
STUD0548,6.77,6.79,7.29,7.58,7.61,7.83,8.4,8.34
STUD0549,6.23,6.17,6.56,6.37,6.97,6.97,7.35,7.48
STUD0550,6.24,6.77,6.81,6.82,7.34,7.42,7.41,7.93
STUD0551,7.39,7.29,7.77,7.99,7.83,8.34,8.47,8.64
STUD0552,6.48,6.89,6.84,6.95,7.33,7.6,7.7,8.15
STUD0553,6.32,6.69,6.44,7.43,7.34,7.5,7.87,8.26
STUD0554,5.52,5.9,6.01,6.31,6.33,6.57,6.71,7.02
STUD0555,6.75,6.93,7.17,7.29,8.04,8.0,7.82,8.26
STUD0556,6.12,5.96,6.38,6.6,6.94,7.16,7.17,7.43
STUD0557,6.01,6.28,6.16,6.58,6.82,6.86,7.03,7.61
STUD0558,7.7,8.05,8.08,8.19,8.66,8.77,9.05,9.16
STUD0559,6.48,6.68,6.75,6.87,7.08,7.39,7.76,8.02
STUD0560,5.85,6.15,6.27,6.66,7.03,6.77,7.28,7.6
STUD0561,6.1,6.09,6.57,6.77,7.04,7.05,7.31,7.65
STUD0562,6.01,6.26,6.33,6.43,6.7,6.84,7.2,7.38
STUD0563,7.1,7.26,7.23,7.6,7.73,8.13,8.31,8.16
STUD0564,6.71,6.77,6.61,7.14,7.39,7.39,7.73,7.81
STUD0565,7.03,7.27,7.38,7.34,7.73,8.14,8.18,8.48
STUD0566,5.94,6.05,6.41,6.44,6.67,7.05,7.18,7.3
STUD0567,6.23,6.71,6.94,6.91,6.98,7.04,7.34,7.57
STUD0568,6.74,7.2,7.55,7.5,7.53,7.74,8.12,8.36
STUD0569,6.91,7.17,7.4,7.94,7.49,8.12,8.21,8.53
STUD0570,6.71,7.15,6.85,7.32,7.42,7.82,7.93,7.96
STUD0571,6.33,6.24,6.8,6.93,6.96,7.27,7.74,7.83
STUD0572,5.44,5.74,6.07,6.18,6.38,6.66,6.9,7.01
STUD0573,7.18,7.29,7.58,7.59,8.38,8.07,8.31,8.62
STUD0574,6.83,7.12,7.26,7.37,7.65,7.97,7.97,8.26
STUD0575,6.44,6.23,6.79,6.82,7.05,6.93,7.38,7.49
STUD0576,7.37,7.32,7.7,7.73,8.3,8.57,8.63,8.92
STUD0577,7.5,7.73,8.22,8.33,8.52,8.69,8.92,9.34
STUD0578,5.71,6.02,6.45,6.67,6.9,7.07,7.18,7.49
STUD0579,5.98,6.34,6.68,6.57,7.04,7.24,7.45,7.81
STUD0580,7.7,7.96,7.61,8.11,8.31,8.44,8.8,8.94
STUD0581,6.72,6.82,6.87,7.25,7.36,8.04,7.98,8.16
STUD0582,6.21,6.4,6.71,6.72,7.03,7.13,7.55,7.84
STUD0583,7.6,7.79,8.05,8.23,8.26,8.64,8.68,9.07
STUD0584,7.33,7.15,7.51,7.62,7.65,7.77,8.38,8.71
STUD0585,6.04,6.4,6.64,6.88,7.21,7.22,7.49,7.75
STUD0586,5.8,6.03,6.09,6.38,6.65,6.85,7.0,7.43
STUD0587,6.15,6.41,6.41,6.63,6.85,7.23,7.52,7.52
STUD0588,7.01,6.92,7.3,7.68,7.56,8.02,8.17,8.12
STUD0589,5.74,6.37,6.12,6.19,6.61,6.48,6.99,7.22
STUD0590,7.27,7.83,7.68,7.96,8.09,8.51,8.89,8.75
STUD0591,6.71,6.84,7.31,7.55,7.79,7.9,8.16,8.46
STUD0592,6.57,6.67,6.89,6.98,7.16,7.13,7.68,8.14
STUD0593,6.41,6.42,6.56,7.04,7.06,7.25,7.56,7.87
STUD0594,6.58,7.23,7.28,7.68,7.8,7.91,8.23,8.27
STUD0595,7.45,7.55,7.76,7.87,8.54,8.48,8.66,8.77
STUD0596,6.91,6.95,7.21,7.28,7.65,8.06,7.89,8.46
STUD0597,5.89,6.37,6.06,6.67,6.73,7.04,7.12,7.22
STUD0598,7.39,7.82,7.77,8.11,8.38,8.43,8.72,8.99
STUD0599,7.5,7.78,8.01,8.07,8.38,8.55,8.87,9.04
STUD0600,6.63,7.03,7.43,7.62,7.67,8.18,8.12,8.5
STUD0601,5.99,5.96,6.05,6.58,6.88,7.29,6.93,7.43
STUD0602,7.83,7.71,8.18,7.99,8.62,8.57,8.99,9.36
STUD0603,7.17,7.77,7.69,8.13,8.45,8.49,8.41,8.71
STUD0604,6.95,6.95,7.19,7.14,7.55,7.76,7.81,8.12
STUD0605,6.48,6.66,6.98,7.42,7.33,7.69,7.78,8.06
STUD0606,7.88,8.32,8.18,8.48,8.86,8.99,9.22,9.26
STUD0607,7.68,7.87,8.01,8.33,8.58,8.46,8.86,9.12
STUD0608,5.69,5.69,5.78,6.0,6.32,6.53,6.93,6.9
STUD0609,7.71,8.09,8.03,8.47,8.37,8.75,9.0,9.52
STUD0610,7.95,8.11,8.49,8.08,9.0,8.91,9.32,9.53
STUD0611,6.8,7.22,7.06,7.38,7.46,7.91,8.16,8.39
STUD0612,5.64,5.97,6.14,6.34,6.24,6.62,7.13,7.37
STUD0613,6.38,6.61,6.83,7.2,7.49,7.75,8.24,7.73
STUD0614,7.86,8.23,8.47,8.42,8.9,8.99,9.23,9.31
STUD0615,8.0,7.78,8.03,8.11,8.55,8.89,9.1,9.32
STUD0616,5.71,5.54,6.05,6.15,6.31,6.65,6.84,6.93
STUD0617,6.08,6.41,6.77,6.91,6.99,7.33,7.31,7.93
STUD0618,7.44,7.81,8.16,8.18,8.63,8.6,8.83,8.98
STUD0619,6.58,6.7,7.1,7.13,7.66,7.72,7.92,8.26
STUD0620,6.51,6.88,6.96,7.49,7.65,7.85,7.62,8.15
STUD0621,7.85,8.06,8.25,8.51,8.92,8.98,9.03,9.71
STUD0622,8.14,8.22,8.25,8.41,8.89,9.06,8.91,9.5
STUD0623,5.58,5.92,6.16,6.48,6.75,6.69,6.72,7.23
STUD0624,7.59,7.87,7.97,8.08,8.31,8.66,8.88,8.99
STUD0625,5.52,6.01,5.95,6.19,6.34,6.79,7.13,7.12
STUD0626,7.26,7.56,7.76,7.88,7.91,8.47,8.75,8.58
STUD0627,6.74,6.7,7.09,7.22,7.21,7.99,8.07,8.26
STUD0628,7.54,7.65,7.9,8.11,8.19,8.24,8.53,8.91
STUD0629,5.54,5.77,6.03,6.33,6.53,6.69,7.04,6.85
STUD0630,5.66,5.75,5.92,6.42,6.55,6.33,6.78,6.98
STUD0631,7.39,7.64,8.11,8.16,8.35,8.57,8.99,8.9
STUD0632,6.95,7.29,7.22,7.52,7.73,7.97,8.23,8.24
STUD0633,6.46,6.68,6.82,6.82,7.01,7.03,7.8,7.78
STUD0634,7.71,7.5,8.11,7.99,8.48,8.53,8.86,8.97
STUD0635,6.55,6.92,7.04,7.46,7.57,7.88,8.16,8.31
STUD0636,5.76,6.06,6.07,6.47,6.61,6.73,7.41,7.16
STUD0637,5.48,5.9,6.4,6.48,6.79,6.82,7.15,7.08
STUD0638,6.91,6.76,6.78,7.37,7.47,7.73,7.82,7.95
STUD0639,7.04,7.15,7.43,7.69,7.81,8.04,8.23,8.63
STUD0640,7.28,7.63,7.74,7.74,8.19,8.31,8.72,8.82
STUD0641,5.96,6.03,6.16,6.07,6.64,6.83,7.15,7.28
STUD0642,6.51,6.35,6.63,6.66,7.16,7.34,7.72,7.87
STUD0643,5.7,6.16,6.27,6.5,6.56,6.99,7.41,7.16
STUD0644,7.38,7.72,7.86,8.27,7.99,8.44,8.95,9.01
STUD0645,6.74,6.88,6.93,7.18,7.36,7.77,7.68,7.91
STUD0646,6.67,7.05,7.08,7.39,7.6,7.78,7.89,8.31
STUD0647,6.68,6.75,7.29,7.5,7.35,8.03,8.41,8.26
STUD0648,7.09,6.58,7.4,7.47,7.59,7.99,8.16,8.48
STUD0649,5.69,6.06,6.18,6.26,6.88,6.84,6.93,7.31
STUD0650,5.99,6.39,6.77,7.11,7.07,7.26,7.37,7.61
STUD0651,6.24,6.56,6.68,6.87,7.12,7.24,7.49,7.44
STUD0652,7.09,7.37,7.65,7.64,7.62,8.14,8.34,8.48
STUD0653,7.72,7.81,8.15,8.26,8.6,8.44,8.88,9.42
STUD0654,6.23,6.2,6.52,6.42,6.79,7.05,7.44,7.69
STUD0655,5.71,5.74,5.9,6.16,6.5,6.84,6.75,7.07
STUD0656,5.66,6.14,6.74,6.54,6.73,6.91,7.21,7.46
STUD0657,5.69,5.76,6.12,6.15,6.76,6.56,6.95,7.04
STUD0658,6.33,6.3,6.33,6.87,6.96,7.23,7.36,7.98
STUD0659,7.9,7.84,8.58,8.49,8.83,8.82,9.2,9.18
STUD0660,5.71,6.29,6.59,6.49,7.0,7.12,7.56,7.41
STUD0661,6.46,6.95,6.91,6.99,7.63,7.82,7.97,8.21
STUD0662,6.55,6.98,7.23,7.49,7.88,7.49,8.02,8.42
STUD0663,6.84,6.61,7.03,7.29,7.32,7.38,7.35,8.04
STUD0664,6.95,7.06,7.68,7.7,7.73,8.0,8.54,8.33
STUD0665,5.59,5.98,5.95,6.19,6.25,6.76,6.88,7.0
STUD0666,6.67,6.96,7.46,7.41,7.57,8.28,7.97,8.38
STUD0667,8.0,7.63,7.85,8.12,8.46,8.56,8.94,8.92
STUD0668,6.34,6.32,6.79,7.08,7.5,7.36,7.58,8.12
STUD0669,6.57,6.77,6.98,7.19,7.41,7.66,7.84,8.18
STUD0670,5.63,6.23,6.34,6.74,6.81,6.72,7.14,7.18
STUD0671,6.69,6.58,6.8,7.49,7.34,7.54,7.54,8.04
STUD0672,7.58,7.78,8.38,8.37,8.82,9.09,9.22,9.2
STUD0673,5.6,5.97,6.01,5.86,6.43,6.83,6.75,7.04
STUD0674,6.21,6.8,6.91,7.51,7.47,7.74,7.87,8.11
STUD0675,6.61,6.43,7.02,6.97,7.54,7.59,7.88,8.01
STUD0676,6.69,6.51,7.0,7.05,7.31,7.74,7.94,7.94
STUD0677,5.66,5.51,6.32,6.35,6.68,6.48,7.11,7.48
STUD0678,7.05,7.29,7.49,7.68,8.14,8.17,8.53,8.7
STUD0679,6.13,6.37,6.83,7.02,7.13,7.57,7.74,8.01
STUD0680,8.12,7.93,8.62,8.42,8.52,8.9,9.64,9.5
STUD0681,7.65,7.92,8.01,8.08,8.53,8.6,8.92,8.7
STUD0682,5.91,5.9,6.37,6.55,6.88,7.12,7.17,7.21
STUD0683,7.43,7.32,7.5,7.84,8.11,8.2,8.55,8.73
STUD0684,5.93,5.82,6.27,6.25,6.61,6.96,6.93,7.38
STUD0685,6.89,7.18,7.35,7.62,7.89,8.26,8.3,8.32
STUD0686,6.47,6.49,6.55,6.98,7.18,7.67,7.71,7.85
STUD0687,6.64,6.88,7.4,7.2,7.41,7.69,8.05,7.88
STUD0688,5.63,5.79,5.96,6.0,6.39,6.64,6.95,7.44
STUD0689,6.13,5.96,6.55,6.77,7.0,7.25,7.62,7.45
STUD0690,5.79,5.9,5.69,6.24,6.58,6.47,6.99,7.15
STUD0691,6.41,6.8,6.8,7.15,7.61,7.52,7.65,7.96
STUD0692,6.9,7.25,7.58,7.8,7.73,7.94,8.27,8.62
STUD0693,7.01,7.26,7.67,7.51,7.65,7.92,8.07,8.68
STUD0694,5.63,5.77,6.09,6.5,6.29,6.6,6.79,7.11
STUD0695,7.92,8.09,8.43,8.54,8.72,8.83,9.18,9.5
STUD0696,6.92,7.07,7.34,7.3,7.7,7.78,8.18,8.21
STUD0697,6.6,6.34,6.76,6.79,7.27,7.13,7.61,7.62
STUD0698,5.59,5.97,6.12,6.6,6.75,6.71,7.08,7.2
STUD0699,7.46,7.72,7.59,7.71,8.19,8.27,8.85,8.79
STUD0700,5.95,6.15,6.56,6.77,6.55,7.37,7.09,7.6
STUD0701,7.82,7.97,8.02,8.49,8.95,8.75,8.98,9.18
STUD0702,5.49,5.76,6.07,6.15,6.39,6.76,6.66,7.04
STUD0703,6.81,7.13,7.03,7.2,7.88,7.77,8.25,8.27
STUD0704,7.97,7.79,8.09,8.44,9.05,8.79,9.01,9.59
STUD0705,7.41,8.18,8.09,8.2,8.59,8.92,8.96,9.36
STUD0706,5.94,6.11,6.22,6.16,6.38,6.63,7.01,7.24
STUD0707,5.91,6.04,6.76,6.91,6.67,7.3,7.22,7.51
STUD0708,5.96,5.57,5.99,6.36,6.25,6.57,6.76,7.09
STUD0709,6.72,7.18,7.37,7.4,7.6,8.11,8.12,8.21
STUD0710,6.83,7.03,7.3,7.78,7.96,8.01,8.38,8.09
STUD0711,5.51,5.89,6.02,6.13,6.68,6.83,6.82,7.2
STUD0712,7.63,7.98,7.8,8.07,8.42,8.47,8.57,9.22
STUD0713,6.9,6.7,6.97,7.28,7.76,7.88,7.95,8.23
STUD0714,7.9,7.99,8.61,8.57,8.69,8.99,9.05,9.32
STUD0715,6.61,6.9,7.24,7.29,7.35,7.75,7.97,8.2
STUD0716,7.19,7.64,7.86,7.82,8.14,8.18,8.72,8.93
STUD0717,6.71,6.91,6.88,7.38,7.35,7.53,7.87,8.05
STUD0718,6.16,6.22,6.5,6.58,6.79,7.14,7.33,7.64
STUD0719,6.29,6.75,6.83,7.06,7.24,7.66,7.51,8.0
STUD0720,7.17,7.64,7.5,8.17,8.05,8.41,8.54,8.76
STUD0721,6.45,6.53,6.88,7.26,7.59,7.61,8.01,7.82
STUD0722,6.14,6.29,6.5,6.68,6.91,7.32,7.33,7.89
STUD0723,5.73,5.94,6.19,6.41,6.54,7.01,6.86,7.14
STUD0724,7.02,7.04,7.13,7.29,7.47,7.48,7.73,8.49
STUD0725,6.67,6.92,6.89,7.28,7.6,7.88,7.79,7.69
STUD0726,6.23,6.43,6.76,6.83,7.2,7.38,7.88,7.58
STUD0727,8.08,8.17,8.68,8.37,8.72,8.99,9.29,9.63
STUD0728,6.25,6.21,6.42,6.87,6.71,7.33,7.43,7.36
STUD0729,6.12,6.13,6.67,6.53,7.01,7.05,7.34,7.68
